;prompt_gt;completion_gt;missing_edges;total_edges;total_nodes;prompt_edges;prompt_nodes;nb_completion_candidates;completion_best_rank;completion_best_eval;completion_best_rank_score;completion_best_eval_score;completion_best_rank_correct_edges;completion_best_eval_correct_edges;completion_best_rank_lines_missing;completion_best_eval_lines_missing;completion_best_rank_additional_lines;completion_best_eval_additional_lines;completion_best_rank_result;completion_best_eval_result;best_rank;completion_reason_best;completion_reason_best_rank
72;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne; 3 0 Add_requ Add_Component Add_Requ\n$$;1;4;4;3;4;1;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne 3 0 Add_requ Add_Component Add_Requ\n$$;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne 3 0 Add_requ Add_Component Add_Requ\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
73;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_package Pres_Package Add_Package\ne; 1 0 Add_component Add_Package Add_Component\n$$;1;4;4;3;4;1;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_package Pres_Package Add_Package\ne 1 0 Add_component Add_Package Add_Component\n$$;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_package Pres_Package Add_Package\ne 1 0 Add_component Add_Package Add_Component\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
74;e 0 3 Add_component Pres_Package Add_Component\ne; 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne 3 2 Add_im Add_Component Add_Im\n$$;5;6;4;1;2;2;e 0 3 Add_component Pres_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne 3 2 Add_im Add_Component Add_Im\n$$;e 0 3 Add_component Pres_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne 3 2 Add_im Add_Component Add_Im\n$$;50001;50001;5;5;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
75;e 1 0 Add_src Add_Connector Add_Port\ne; 1 6 Add_requ Add_Connector Add_Requ\ne 2 6 Add_requ Pres_Package Add_Requ\ne 2 1 Add_con Pres_Package Add_Connector\ne 1 5 Add_t Add_Connector Add_Port\ne 3 5 Add_port Pres_Component Add_Port\ne 4 0 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;2;e 1 0 Add_src Add_Connector Add_Port\ne 1 2 Add_requ Add_Connector Add_Requ\ne 4 2 Add_requ Pres_Package Add_Requ\ne 4 1 Add_con Pres_Package Add_Connector\ne;e 1 0 Add_src Add_Connector Add_Port\ne 1 2 Add_requ Add_Connector Add_Requ\ne 4 2 Add_requ Pres_Package Add_Requ\ne 4 1 Add_con Pres_Package Add_Connector\ne 1 6 Add_t Add_Connector Add_Port\ne 5 6 Add_port Pres_Component Add_Port\ne 3 0 Add_port Pres_Component Add_Port\n$$;49997;50001;3;6;3;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
76;e 0 5 Add_con Pres_Package Add_Connector\ne 5 6 Add_requ Add_Connector Add_Requ\ne; 0 6 Add_requ Pres_Package Add_Requ\ne 5 3 Add_src Add_Connector Add_Port\ne 1 3 Add_port Pres_Component Add_Port\ne 5 4 Add_t Add_Connector Add_Port\ne 2 4 Add_port Pres_Component Add_Port\n$$;5;7;7;2;3;4;e 0 5 Add_con Pres_Package Add_Connector\ne 5 6 Add_requ Add_Connector Add_Requ\ne 0 6 Add_requ Pres_Package Add_Requ\ne 5 12 Add_src Add_Connector Add_Port\ne 10 12 Add_port Pres_Component Add_Port\ne 10 3 Add_port Pres_Component Add_Port\ne 9 3 Add_src Add_Connector Add_Port\ne 9 8 Add_requ Add_Connector Add_Requ\ne 7 8 Add_requ Pres_Package Add_Requ\ne 7 9 Add_con Pres_Package Add_Connector\ne;e 0 5 Add_con Pres_Package Add_Connector\ne 5 6 Add_requ Add_Connector Add_Requ\ne 0 6 Add_requ Pres_Package Add_Requ\ne 5 12 Add_src Add_Connector Add_Port\ne 10 12 Add_port Pres_Component Add_Port\ne 10 3 Add_port Pres_Component Add_Port\ne 9 3 Add_src Add_Connector Add_Port\ne 9 8 Add_requ Add_Connector Add_Requ\ne 7 8 Add_requ Pres_Package Add_Requ\ne 7 9 Add_con Pres_Package Add_Connector\ne 9 4 Add_t Add_Connector Add_Port\ne 2 4 Add_port Pres_Component Add_Port\ne 5 11 Add_t Add_Connector Add_Port\ne 1 11 Add_port Pres_Component Add_Port\n$$;0;99993;0;12;5;0;8;7;INCORRECT;TOO_LARGE;2;STOP_TOKEN;
77;e 1 0 Add_requ Add_Component Add_Requ\ne; 1 2 Add_im Add_Component Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 3 1 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Pres_Package Add_Requ\ne 3 2 Add_im Pres_Package Add_Im\n$$;5;6;4;1;2;2;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;50001;50001;5;5;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
78;e 0 2 Add_component Pres_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne; 2 3 Add_im Add_Component Add_Im\n$$;1;6;4;5;4;1;e 0 2 Add_component Pres_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 2 3 Add_im Add_Component Add_Im\n$$;e 0 2 Add_component Pres_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 2 3 Add_im Add_Component Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
79;e 0 1 Add_component Pres_Package Add_Component\ne; 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 1 2 Add_im Add_Component Add_Im\n$$;5;6;4;1;2;2;e 0 1 Add_component Pres_Package Add_Component\ne 1 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 1 3 Add_im Add_Component Add_Im\n$$;e 0 1 Add_component Pres_Package Add_Component\ne 1 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 1 3 Add_im Add_Component Add_Im\n$$;50001;50001;5;5;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
80;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne; 2 3 Add_im Pres_Package Add_Im\n$$;1;6;4;5;4;1;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
81;e 0 3 Add_port Pres_Component Add_Port\ne 2 3 Add_src Add_Connector Add_Port\ne 2 1 Add_requ Add_Connector Add_Requ\ne 6 1 Add_requ Pres_Package Add_Requ\ne 6 2 Add_con Pres_Package Add_Connector\ne 2 5 Add_t Add_Connector Add_Port\ne; 4 5 Add_port Pres_Component Add_Port\n$$;1;7;7;6;6;1;e 0 3 Add_port Pres_Component Add_Port\ne 2 3 Add_src Add_Connector Add_Port\ne 2 1 Add_requ Add_Connector Add_Requ\ne 6 1 Add_requ Pres_Package Add_Requ\ne 6 2 Add_con Pres_Package Add_Connector\ne 2 5 Add_t Add_Connector Add_Port\ne 4 5 Add_port Pres_Component Add_Port\n$$;e 0 3 Add_port Pres_Component Add_Port\ne 2 3 Add_src Add_Connector Add_Port\ne 2 1 Add_requ Add_Connector Add_Requ\ne 6 1 Add_requ Pres_Package Add_Requ\ne 6 2 Add_con Pres_Package Add_Connector\ne 2 5 Add_t Add_Connector Add_Port\ne 4 5 Add_port Pres_Component Add_Port\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
82;e 0 2 Add_component Add_Im Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne; 3 2 Add_component Pres_Package Add_Component\ne 2 0 Add_im Add_Component Add_Im\ne 3 0 Add_im Pres_Package Add_Im\n$$;3;6;4;3;4;2;e 0 2 Add_component Add_Im Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 2 Add_component Pres_Package Add_Component\ne 2 0 Add_im Add_Component Add_Im\ne 3 0 Add_im Pres_Package Add_Im\n$$;e 0 2 Add_component Add_Im Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 2 Add_component Pres_Package Add_Component\ne 2 0 Add_im Add_Component Add_Im\ne 3 0 Add_im Pres_Package Add_Im\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
83;e 0 3 Add_component Add_Im Add_Component\ne; 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 1 0 Add_im Pres_Package Add_Im\n$$;5;6;4;1;2;1;e 0 3 Add_component Add_Im Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;e 0 3 Add_component Add_Im Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;50001;50001;5;5;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
84;e 0 5 Add_con Pres_Package Add_Connector\ne 5 2 Add_requ Add_Connector Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne; 5 4 Add_src Add_Connector Add_Port\ne 1 4 Add_port Pres_Component Add_Port\ne 5 3 Add_t Add_Connector Add_Port\ne 6 3 Add_port Pres_Component Add_Port\n$$;4;7;7;3;3;1;e 0 5 Add_con Pres_Package Add_Connector\ne 5 2 Add_requ Add_Connector Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 5 6 Add_src Add_Connector Add_Port\ne 1 6 Add_port Pres_Component Add_Port\ne 5 4 Add_t Add_Connector Add_Port\ne 3 4 Add_port Pres_Component Add_Port\n$$;e 0 5 Add_con Pres_Package Add_Connector\ne 5 2 Add_requ Add_Connector Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 5 6 Add_src Add_Connector Add_Port\ne 1 6 Add_port Pres_Component Add_Port\ne 5 4 Add_t Add_Connector Add_Port\ne 3 4 Add_port Pres_Component Add_Port\n$$;50001;50001;4;4;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
85;e 0 2 Add_requ Add_Component Add_Requ\ne; 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_package Pres_Package Add_Package\ne 3 0 Add_component Add_Package Add_Component\n$$;3;4;4;1;2;3;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_package Pres_Package Add_Package\ne 3 0 Add_component Add_Package Add_Component\n$$;49998;50001;1;3;2;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
86;e 0 6 Add_port Pres_Component Add_Port\ne 3 6 Add_t Add_Connector Add_Port\ne 3 5 Add_requ Add_Connector Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne 2 3 Add_con Pres_Package Add_Connector\ne; 3 4 Add_src Add_Connector Add_Port\ne 1 4 Add_port Pres_Component Add_Port\n$$;2;7;7;5;5;1;e 0 6 Add_port Pres_Component Add_Port\ne 3 6 Add_t Add_Connector Add_Port\ne 3 5 Add_requ Add_Connector Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne 2 3 Add_con Pres_Package Add_Connector\ne 3 1 Add_src Add_Connector Add_Port\ne 4 1 Add_port Pres_Component Add_Port\n$$;e 0 6 Add_port Pres_Component Add_Port\ne 3 6 Add_t Add_Connector Add_Port\ne 3 5 Add_requ Add_Connector Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne 2 3 Add_con Pres_Package Add_Connector\ne 3 1 Add_src Add_Connector Add_Port\ne 4 1 Add_port Pres_Component Add_Port\n$$;50001;50001;2;2;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
87;e 0 5 Add_con Pres_Package Add_Connector\ne 5 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 14 Add_con Pres_Package Add_Connector\ne 14 4 Add_requ Add_Connector Add_Requ\ne 0 4 Add_requ Pres_Package Add_Requ\ne 14 17 Add_src Add_Connector Add_Port\ne 2 17 Add_port Pres_Component Add_Port\ne 2 12 Add_port Pres_Component Add_Port\ne 10 12 Add_src Add_Connector Add_Port\ne 10 13 Add_requ Add_Connector Add_Requ\ne 15 13 Add_requ Pres_Package Add_Requ\ne 15 10 Add_con Pres_Package Add_Connector\ne 10 18 Add_t Add_Connector Add_Port\ne 3 18 Add_port Pres_Component Add_Port\ne 14 11 Add_t Add_Connector Add_Port\ne 7 11 Add_port Pres_Component Add_Port\ne; 5 16 Add_src Add_Connector Add_Port\ne 8 16 Add_port Pres_Component Add_Port\ne 5 6 Add_t Add_Connector Add_Port\ne 9 6 Add_port Pres_Component Add_Port\n$$;4;21;19;17;15;18;e 0 5 Add_con Pres_Package Add_Connector\ne 5 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 14 Add_con Pres_Package Add_Connector\ne 14 4 Add_requ Add_Connector Add_Requ\ne 0 4 Add_requ Pres_Package Add_Requ\ne 14 17 Add_src Add_Connector Add_Port\ne 2 17 Add_port Pres_Component Add_Port\ne 2 12 Add_port Pres_Component Add_Port\ne 10 12 Add_src Add_Connector Add_Port\ne 10 13 Add_requ Add_Connector Add_Requ\ne 15 13 Add_requ Pres_Package Add_Requ\ne 15 10 Add_con Pres_Package Add_Connector\ne 10 18 Add_t Add_Connector Add_Port\ne 3 18 Add_port Pres_Component Add_Port\ne 14 11 Add_t Add_Connector Add_Port\ne 7 11 Add_port Pres_Component Add_Port\ne 14 6 Add_requ Add_Connector Add_Requ\ne 9 6 Add_requ Pres_Package Add_Requ\ne 9 8 Add_component Pres_Package Add_Component\ne 8 16 Add_requ Add_Component Add_Requ\ne 9 16 Add_requ Pres_Package Add_Requ\ne 9 5 Add_con Pres_Package Add_Connector\ne 5 18 Add_src Add_Connector Add_Port\ne;e 0 5 Add_con Pres_Package Add_Connector\ne 5 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 14 Add_con Pres_Package Add_Connector\ne 14 4 Add_requ Add_Connector Add_Requ\ne 0 4 Add_requ Pres_Package Add_Requ\ne 14 17 Add_src Add_Connector Add_Port\ne 2 17 Add_port Pres_Component Add_Port\ne 2 12 Add_port Pres_Component Add_Port\ne 10 12 Add_src Add_Connector Add_Port\ne 10 13 Add_requ Add_Connector Add_Requ\ne 15 13 Add_requ Pres_Package Add_Requ\ne 15 10 Add_con Pres_Package Add_Connector\ne 10 18 Add_t Add_Connector Add_Port\ne 3 18 Add_port Pres_Component Add_Port\ne 14 11 Add_t Add_Connector Add_Port\ne 7 11 Add_port Pres_Component Add_Port\ne 14 6 Add_requ Add_Connector Add_Requ\ne 9 6 Add_requ Pres_Package Add_Requ\ne 9 8 Add_component Pres_Package Add_Component\ne 8 16 Add_requ Add_Component Add_Requ\ne 9 16 Add_requ Pres_Package Add_Requ\ne 9 5 Add_con Pres_Package Add_Connector\ne 5 18 Add_src Add_Connector Add_Port\ne;0;0;0;0;4;4;7;7;INCORRECT;INCORRECT;0;;
88;e 0 1 Add_component Add_Im Add_Component\ne; 1 3 Add_requ Add_Component Add_Requ\ne 2 3 Add_requ Pres_Package Add_Requ\ne 2 1 Add_component Pres_Package Add_Component\ne 1 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;5;6;4;1;2;2;e 0 1 Add_component Add_Im Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 2 3 Add_requ Pres_Package Add_Requ\ne 2 1 Add_component Pres_Package Add_Component\ne;e 0 1 Add_component Add_Im Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 2 3 Add_requ Pres_Package Add_Requ\ne 2 1 Add_component Pres_Package Add_Component\ne 1 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;49998;50001;3;5;2;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
89;e 0 6 Add_port Pres_Component Add_Port\ne; 1 6 Add_src Add_Connector Add_Port\ne 1 4 Add_requ Add_Connector Add_Requ\ne 5 4 Add_requ Pres_Package Add_Requ\ne 5 1 Add_con Pres_Package Add_Connector\ne 1 2 Add_t Add_Connector Add_Port\ne 3 2 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;5;e 0 6 Add_port Pres_Component Add_Port\ne 5 6 Add_t Add_Connector Add_Port\ne 5 1 Add_requ Add_Connector Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 5 Add_con Pres_Package Add_Connector\ne;e 0 6 Add_port Pres_Component Add_Port\ne 5 6 Add_t Add_Connector Add_Port\ne 5 1 Add_requ Add_Connector Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 5 Add_con Pres_Package Add_Connector\ne 5 2 Add_src Add_Connector Add_Port\ne 4 2 Add_port Pres_Component Add_Port\n$$;49998;50001;4;6;2;0;0;0;TOO_SMALL;ISOMORPHIC;4;STOP_TOKEN;
90;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 0 Add_component Pres_Package Add_Component\ne 0 1 Add_im Add_Component Add_Im\ne 1 0 Add_component Add_Im Add_Component\ne; 3 1 Add_im Pres_Package Add_Im\n$$;1;6;4;5;4;1;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 0 Add_component Pres_Package Add_Component\ne 0 1 Add_im Add_Component Add_Im\ne 1 0 Add_component Add_Im Add_Component\ne 3 1 Add_im Pres_Package Add_Im\n$$;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 0 Add_component Pres_Package Add_Component\ne 0 1 Add_im Add_Component Add_Im\ne 1 0 Add_component Add_Im Add_Component\ne 3 1 Add_im Pres_Package Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
91;e 1 0 Add_src Add_Connector Add_Port\ne; 1 4 Add_requ Add_Connector Add_Requ\ne 6 4 Add_requ Pres_Package Add_Requ\ne 6 1 Add_con Pres_Package Add_Connector\ne 1 3 Add_t Add_Connector Add_Port\ne 5 3 Add_port Pres_Component Add_Port\ne 2 0 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;2;e 1 0 Add_src Add_Connector Add_Port\ne 1 2 Add_requ Add_Connector Add_Requ\ne 4 2 Add_requ Pres_Package Add_Requ\ne 4 1 Add_con Pres_Package Add_Connector\ne;e 1 0 Add_src Add_Connector Add_Port\ne 1 2 Add_requ Add_Connector Add_Requ\ne 4 2 Add_requ Pres_Package Add_Requ\ne 4 1 Add_con Pres_Package Add_Connector\ne 1 6 Add_t Add_Connector Add_Port\ne 5 6 Add_port Pres_Component Add_Port\ne 3 0 Add_port Pres_Component Add_Port\n$$;49997;50001;3;6;3;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
92;e 0 1 Add_requ Add_Connector Add_Requ\ne; 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_con Pres_Package Add_Connector\ne 0 6 Add_src Add_Connector Add_Port\ne 3 6 Add_port Pres_Component Add_Port\ne 0 4 Add_t Add_Connector Add_Port\ne 5 4 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;2;e 0 1 Add_requ Add_Connector Add_Requ\ne 5 1 Add_requ Pres_Package Add_Requ\ne 5 0 Add_con Pres_Package Add_Connector\ne;e 0 1 Add_requ Add_Connector Add_Requ\ne 5 1 Add_requ Pres_Package Add_Requ\ne 5 0 Add_con Pres_Package Add_Connector\ne 0 4 Add_src Add_Connector Add_Port\ne 2 4 Add_port Pres_Component Add_Port\ne 0 3 Add_t Add_Connector Add_Port\ne 6 3 Add_port Pres_Component Add_Port\n$$;49996;50001;2;6;4;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
93;e 0 3 Add_component Add_Im Add_Component\ne; 3 6 Add_requ Add_Component Add_Requ\ne 1 6 Add_requ Add_Package Add_Requ\ne 1 3 Add_component Add_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 1 0 Add_im Add_Package Add_Im\ne 1 4 Add_component Add_Package Add_Component\ne 4 5 Add_requ Add_Component Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne 2 1 Add_package Pres_Package Add_Package\n$$;9;10;7;1;2;1;e 0 3 Add_component Add_Im Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;e 0 3 Add_component Add_Im Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;0;0;0;0;9;9;5;5;INCORRECT;INCORRECT;0;STOP_TOKEN;STOP_TOKEN
94;e 0 3 Add_component Pres_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne; 3 2 Add_im Add_Component Add_Im\n$$;1;6;4;5;4;1;e 0 3 Add_component Pres_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne 3 2 Add_im Add_Component Add_Im\n$$;e 0 3 Add_component Pres_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne 3 2 Add_im Add_Component Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
95;e 0 2 Add_component Add_Package Add_Component\ne; 2 3 Add_requ Add_Component Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;3;4;4;1;2;1;e 0 2 Add_component Add_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 0 Add_package Pres_Package Add_Package\n$$;e 0 2 Add_component Add_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 0 Add_package Pres_Package Add_Package\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
96;e 0 3 Add_component Pres_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne; 0 1 Add_im Pres_Package Add_Im\ne 1 3 Add_component Add_Im Add_Component\ne 3 1 Add_im Add_Component Add_Im\n$$;3;6;4;3;3;1;e 0 3 Add_component Pres_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 1 Add_im Pres_Package Add_Im\ne 1 3 Add_component Add_Im Add_Component\ne 3 1 Add_im Add_Component Add_Im\n$$;e 0 3 Add_component Pres_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 1 Add_im Pres_Package Add_Im\ne 1 3 Add_component Add_Im Add_Component\ne 3 1 Add_im Add_Component Add_Im\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
